"CorpusFile","Id","SyncJobId","OriginalName","OriginalPath","OriginalError","Checksum"
"4355_OF_5453_VPCNP.docx","4355","1842","OF 5453 VPCNP.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5453 VPCNP.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","2f064ef7b8f98f4e1214c7caccd2f78598efa356392867d01b49c82d822471d7"
"4354_OF_5452_DASSY.docx","4354","1841","OF 5452 DASSY.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5452 DASSY.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","5ba48efcf0a88ba5d95d8cd186324f1ed2c869416c44b79297c59c45d619398b"
"4353_OF_5448_B3246.docx","4353","1840","OF 5448 B3246.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5448 B3246.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08153/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","5c58e09b9fdf92705a730b971178e3816727a3ac80ff9a9a77c70503df64d6e1"
"4352_OF_5447_ADZ9087.docx","4352","1839","OF 5447 ADZ9087.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5447 ADZ9087.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08152/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","9e83fef463f14505db9a8663b9e08bf15c3de24f99830027b029450055e219bd"
"4351_OF_5446_B8309.docx","4351","1838","OF 5446 B8309.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5446 B8309.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","709fa3534df9919bf634752bc30cd4317cfc4355d6cc86f78cde00696239fa6c"
"4350_OF_5443_N6FE.docx","4350","1837","OF 5443 N6FE.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5443 N6FE.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","69fa86f1decdbb5eda96d5ee34cc4baf713b25c969213893a66a88e87e407753"
"4349_OF_5442_N363JG.docx","4349","1836","OF 5442 N363JG.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5442 N363JG.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","c9fb6c4821e0f1dfff8ecda22c1d53bf6806633295831cba2cf31210926280c5"
"4348_OF_5441_TCJ02.docx","4348","1835","OF 5441 TCJ02.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5441 TCJ02.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","3b9e8c079242000375d9ba4a1edc33c410538718e44daed1b7375ba22dd07771"
"4347_OF_5436_VJT.docx","4347","1834","OF 5436 VJT.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5436 VJT.docx","BR-ATFM-REFERENCE: Không tìm thấy dữ liệu đối chiếu trong ATFM: M_OPER.OPER_ICAO=POS.","eada5f68eb7736c25452f988b32d2fc9153b9da80cc160c13da5d5e20d41676b"
"4346_OF_5438_IGT.docx","4346","1833","OF 5438 IGT.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5438 IGT.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08147/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","4bf47a73d3718c4b98183724a2c4acd951004686e494cb924887f398a7d4510a"
"4345_OF_5435_GTI.docx","4345","1832","OF 5435 GTI.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5435 GTI.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08145/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","4c800c4568a508667881f9891cb2eec560c56b4e409a237bcfbbfb9ae35cc626"
"4344_OF_5434_GTI.docx","4344","1831","OF 5434 GTI.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5434 GTI.docx","BR-ATFM-REFERENCE: Có nhiều đường bay ATFM phù hợp, không thể tự chọn: in M_VIA for RKSI -> WSSS, OPER=GTI: N892/A1/Q1/L644/L642/R474/N639/M755/M753, N892, N892/M765/L642/A1/Q1/L644, N892/L642, L642, N892/A1/Q1/L644/L642, N892/A1/Q1/L644/L642/R474/N639.","57687f26b14f13e7813484c0df2b49d504c5bc84af20aa2ab2dc6c8c382f8f43"
"4343_OF_5433_GTI.docx","4343","1830","OF 5433 GTI.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5433 GTI.docx","BR-AIRCRAFT-NOT-FOUND: Dòng lịch bay 1 có loại tàu bay không được hỗ trợ: B747F OR SUB (đã thử: B747F, SUB; tổng cộng 2 lỗi nhận diện tàu bay).","7067f1d949b015498809ebdf434e4179152248375a3458dcc57e63911c9ad274"
"4342_OF_5429_APG.docx","4342","1829","OF 5429 APG.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5429 APG.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08141/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","0a8c9f2570a29f84e856fc8d08960d2acb466d91cbd5ef3102fc6079d9d4e667"
"4341_OF_5430_QQE.docx","4341","1828","OF 5430 QQE.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5430 QQE.docx","BR-ATFM-REFERENCE: Không tìm thấy dữ liệu đối chiếu trong ATFM: M_OPER.OPER_ICAO=POS.","2e6912772902818e9069cab9b2b69eb7e8b5f41a9cfb004e560a1c7f93e821eb"
"4340_OF_5428_KMI001.docx","4340","1827","OF 5428 KMI001.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5428 KMI001.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08140/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","9b38ec6d5f8ec5f77e22d9f77bdef5a00bd1fa410ba3529f0dff2fb0e5e26d4e"
"4339_OF_5427_SIN.docx","4339","1826","OF 5427 SIN.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5427 SIN.docx","BR-AIRCRAFT-NOT-FOUND: Dòng lịch bay 1 có loại tàu bay không được hỗ trợ: B737-400 OR SUB (đã thử: B737-400, SUB; tổng cộng 2 lỗi nhận diện tàu bay).","aa9682041de630501b5443aa1c4ef5ec5cc4f0df3a97c4ffcea8730718a464f8"
"4338_OF_5426_T7TJ1.docx","4338","1825","OF 5426 T7TJ1.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5426 T7TJ1.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","fcb5e124043036cce347df0cea7709483df8d0f4da498ce324b966692bc6546b"
"4337_OF_5425_KXP.docx","4337","1824","OF 5425 KXP.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5425 KXP.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08137/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","4f05941c3761d4c2415e815a7c49d2082fe629acc70356acfe4f6e6c87c6959c"
"4336_OF_5421_MFX7632.docx","4336","1823","OF 5421 MFX7632.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5421 MFX7632.docx","BR-AIRCRAFT-AMBIGUOUS: Dòng lịch bay 1 có loại tàu bay không xác định duy nhất 763; các mã CRAFT phù hợp: [218, 317] (tổng cộng 1 lỗi nhận diện tàu bay).","49ef458236613e56375f673ea56a9745ecc90c2bbc9f11a24fe0285cf01775a2"
"4335_OF_5420_AZG1922.docx","4335","1822","OF 5420 AZG1922.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5420 AZG1922.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08135/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","26f8f59d61c8f95d61beaff33f0acfeaabcbc547cf62002f33d1250fb284d7f9"
"4334_OF_5419_BTN.docx","4334","1821","OF 5419  BTN.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5419  BTN.docx","BR-AIRCRAFT-NOT-FOUND: Dòng lịch bay 1 có loại tàu bay không được hỗ trợ: A319-115 OR SUB (đã thử: A319-115, SUB; tổng cộng 1 lỗi nhận diện tàu bay).","9b3065b2b2e6349b711d863cefefb3b75d13601b25ac17d216707641caa06ee5"
"4333_OF_5415_T7688NJ.docx","4333","1820","OF 5415 T7688NJ.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5415 T7688NJ.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","cf97ea08a0f04a2d36669614d912e948e881afbddfe310844f9b73539c0cc989"
"4332_OF_5414_N1972.docx","4332","1819","OF 5414 N1972.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5414 N1972.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","27d471a0edd2206a48cbaacc510ae46b5b4ee2ead24387f18b8dda639f39d753"
"4331_OF_5394_HGO.docx","4331","1818","OF 5394 HGO.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5394 HGO.docx","Không tìm thấy format YAML phù hợp. Các format gần nhất: caav-english-overflight-scheduled=0.53, caav-english-overflight-revision=0.05, caav-english-issued-permit-revision=0.00","ebf373535d997b1a25916b4a7613e84dd25c26de0bb38d952b841fe2079c92b6"
"4330_OF_5392_IGT1202.docx","4330","1817","OF 5392 IGT1202.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5392 IGT1202.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08130/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","4cbdeaacde524c2c40bc314ba6597dbae979d8a4fff2e7c6641e66313f9ab89c"
"4329_OF_5374_CQH.docx","4329","1816","OF 5374 CQH.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5374 CQH.docx","Không tìm thấy bảng đường bay theo format caav-generic-overflight-issued.","d041230d180a912539ca2e6382ff9d3e2ddea58dd0e22e7dde2da6b5282ed5b6"
"4328_OF_5391_IGT1183.docx","4328","1815","OF 5391 IGT1183.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5391 IGT1183.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08129/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","3001e02168503a261956c55ece6072ee580714f1c2ed47c1dd0e187208f7f229"
"4327_OF_5368_T7JUE.docx","4327","1814","OF 5368 T7JUE.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5368 T7JUE.docx","BR-ATFM-REFERENCE: Không tìm thấy dữ liệu đối chiếu trong ATFM: M_OPER.OPER_ICAO=POS.","4ccd6e5f900f8dfe8e4a9170b16cef151b8b8a661b27e1775d83e9acf7a10966"
"4326_OF_5367_ADB390F.docx","4326","1813","OF 5367 ADB390F.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5367 ADB390F.docx","BR-ATFM-REFERENCE: Không tìm thấy dữ liệu đối chiếu trong ATFM: M_OPER.OPER_ICAO=POS.","563e7d6cd85f46fdd15b73cd8beda02a215f9c16ffa30b483e85013c7a3b11bd"
"4324_OF_4896_AIQ9701.docx","4324","1811","OF 4896 AIQ9701.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 4896 AIQ9701.docx","PERMIT-REVISION-REVIEW: Phép bay O/F 08123/S/CHK/2026 cần người vận hành kiểm tra nên không được tự động ghi vào ATFM.","bb6053b448d7ee5a8c51158a637592ec4b7e228922ea8e18c36f55a910ef8a44"
"4323_OF_5307_V8OAS.docx","4323","1810","OF 5307 V8OAS.docx","E:\ATFM-AEROSYNC\VATM-AeroSync\NGAY 31JUL_RENUMBERED_UNUSED_20260803\OF 5307 V8OAS.docx","Không xác định được mã ICAO của hãng bay từ lịch bay.","59c6ea343450b6144feb357693099f3320b76311f7f0d42de547199fc0b89d4f"
